WORK ID	SUBJECT 1	SUBJECT 2	SUBJECT 3	SUBJECT 4	SUBJECT 5	SUBJECT 6	SUBJECT 7	SUBJECT 8	SUBJECT 9
work_1019	#subject_medicine								
work_7163	#subject_medicine								
work_1020	#subject_medicine								
work_1072	#subject_monasticism_and_religious_orders								
work_3930	#subject_theology								
work_3943	#subject_christian_literature	#subject_theology							
work_13324	#subject_christian_literature	#subject_theology							
work_3910	#subject_christian_literature	#subject_theology							
work_3944	#subject_christian_literature	#subject_theology							
work_3926	#subject_theology								
work_3928	#subject_theology								
work_3945	#subject_theology								
work_3946	#subject_theology								
work_3929	#subject_theology								
work_3931	#subject_theology								
work_3932	#subject_liturgy								
work_5928	#subject_theology								
work_3933	#subject_theology								
work_3948	#subject_theology								
work_3949	#subject_christian_literature	#subject_theology							
work_3950	#subject_christian_literature	#subject_theology							
work_3934	#subject_theology								
work_3935	#subject_theology	#subject_conduct							
work_3951	#subject_theology	#subject_conduct							
work_5820	#subject_sermons								
work_3936	#subject_christian_literature	#subject_theology							
work_3952	#subject_christian_literature	#subject_theology							
work_3953	#subject_liturgy								
work_3938	#subject_theology								
work_3939	#subject_theology								
work_3954	#subject_theology								
work_3941	#subject_bible								
work_3942	#subject_sermons								
work_3955	#subject_theology								
work_1021	#subject_theology								
work_1022	#subject_theology								
work_1023	#subject_theology								
work_1024	#subject_theology								
work_1025	#subject_theology								
work_1026	#subject_theology								
work_1027	#subject_theology								
work_1028	#subject_theology								
work_1029	#subject_theology								
work_1030	#subject_theology								
work_1031	#subject_theology								
work_1032	#subject_theology								
work_1033	#subject_theology								
work_1034	#subject_theology								
work_1035	#subject_theology								
work_1036	#subject_theology								
work_1008	#subject_theology								
work_1037	#subject_theology								
work_1038	#subject_theology								
work_6293	#subject_theology								
work_5784	#subject_theology								
work_1041	#subject_theology								
work_6430	#subject_theology								
work_1040	#subject_sermons								
work_1043	#subject_theology								
work_1044	#subject_sermons								
work_1045	#subject_sermons								
work_1046	#subject_sermons								
work_1048	#subject_sermons								
work_1049	#subject_sermons								
work_1050	#subject_sermons								
work_1054	#subject_sermons								
work_1051	#subject_sermons								
work_1052	#subject_sermons								
work_1053	#subject_sermons								
work_1056	#subject_hagiography								
work_1057	#subject_theology								
work_1058	#subject_law								
work_6244	#subject_hagiography								
work_1067	#subject_monasticism_and_religious_orders								
work_1065	#subject_law								
work_1066	#subject_law								
work_1063	#subject_theology								
work_1068	#subject_sermons								
work_1069	#subject_theology								
work_1077	#subject_literature								
work_7346	#subject_rhetoric								
work_3967	#subject_monasticism_and_religious_orders								
work_1011	#subject_history								
work_1012	#subject_history								
work_1013	#subject_theology								
work_6176	#subject_medicine								
work_1009	#subject_monasticism_and_religious_orders	#subject_theology							
work_1010	#subject_monasticism_and_religious_orders								
work_1071	#subject_medicine								
work_1079	#subject_philosophy								
work_1060	#subject_rhetoric								
work_5904	#subject_science								
work_2882	#subject_recreation								
work_1080	#subject_sermons								
work_7305	#subject_classical_literature								
work_3577	#subject_natural_history	#subject_bible	#subject_classical_literature						
work_3430	#subject_bible								
work_1081	#subject_sermons								
work_2968	#subject_medicine								
work_1083	#subject_sermons								
work_6170	#subject_sermons								
work_6342	#subject_sermons								
work_1082	#subject_law								
work_1084	#subject_theology								
work_10445	#subject_natural_history								
work_10447	#subject_natural_history								
work_10448	#subject_natural_history								
work_10449	#subject_literature								
work_1764	#subject_science								
work_2457	#subject_science								
work_2458	#subject_science								
work_10458	#subject_bible								
work_10451	#subject_bible								
work_15496	#subject_bible								
work_10452	#subject_bible								
work_10454	#subject_bible								
work_10455	#subject_bible								
work_10456	#subject_bible	#subject_liturgy							
work_10460	#subject_bible								
work_10462	#subject_bible								
work_10094	#subject_bible								
work_10232	#subject_bible								
work_10233	#subject_bible								
work_10242	#subject_bible								
work_10244	#subject_bible								
work_10245	#subject_bible								
work_10756	#subject_bible								
work_10757	#subject_bible								
work_10461	#subject_bible								
work_12444	#subject_bible								
work_13313	#subject_bible								
work_13434	#subject_bible								
work_13435	#subject_bible								
work_13437	#subject_bible								
work_13438	#subject_bible								
work_13439	#subject_bible								
work_13440	#subject_bible								
work_13441	#subject_bible								
work_13442	#subject_bible								
work_13443	#subject_bible								
work_13448	#subject_bible								
work_13444	#subject_bible	#subject_liturgy							
work_10097	#subject_bible								
work_10100	#subject_bible								
work_10098	#subject_bible								
work_10099	#subject_bible								
work_10092	#subject_bible								
work_10095	#subject_bible								
work_10093	#subject_bible								
work_10101	#subject_bible								
work_10096	#subject_bible								
work_10223	#subject_bible								
work_10228	#subject_bible								
work_10224	#subject_bible								
work_16201	#subject_bible								
work_10226	#subject_bible								
work_10227	#subject_bible								
work_10229	#subject_bible								
work_10225	#subject_bible								
work_10238	#subject_bible								
work_10239	#subject_bible								
work_10235	#subject_bible								
work_10237	#subject_bible								
work_10230	#subject_bible								
work_10482	#subject_bible	#subject_bible							
work_12088	#subject_bible								
work_12089	#subject_bible								
work_14054	#subject_bible	#subject_bible							
work_10257	#subject_bible								
work_10850	#subject_bible								
work_11994	#subject_bible								
work_10851	#subject_bible								
work_10738	#subject_bible								
work_11995	#subject_bible								
work_10740	#subject_bible								
work_11996	#subject_bible								
work_10741	#subject_bible								
work_11702	#subject_bible								
work_17082	#subject_bible								
work_10852	#subject_bible								
work_13445	#subject_bible								
work_13447	#subject_bible								
work_12060	#subject_bible								
work_12090	#subject_bible								
work_12118	#subject_bible								
work_12091	#subject_bible								
work_12092	#subject_bible								
work_12099	#subject_bible								
work_12108	#subject_bible								
work_11886	#subject_bible								
work_12094	#subject_bible								
work_12096	#subject_bible								
work_12098	#subject_bible								
work_12095	#subject_bible								
work_12100	#subject_bible								
work_12102	#subject_bible								
work_12106	#subject_bible								
work_12103	#subject_bible								
work_12104	#subject_bible								
work_12076	#subject_bible								
work_14694	#subject_bible								
work_12074	#subject_bible								
work_14696	#subject_bible								
work_12075	#subject_bible								
work_12078	#subject_bible								
work_14697	#subject_bible								
work_12111	#subject_bible								
work_12079	#subject_bible								
work_13133	#subject_bible								
work_12080	#subject_bible								
work_12113	#subject_bible								
work_13134	#subject_bible								
work_14701	#subject_bible								
work_12082	#subject_bible								
work_12083	#subject_bible								
work_14699	#subject_bible								
work_12110	#subject_bible								
work_12115	#subject_bible								
work_12086	#subject_bible								
work_12085	#subject_bible								
work_12117	#subject_bible								
work_12105	#subject_bible								
work_12077	#subject_bible								
work_13744	#subject_bible								
work_13751	#subject_bible								
work_14703	#subject_bible								
work_13745	#subject_bible								
work_13746	#subject_bible								
work_11706	#subject_bible								
work_11705	#subject_bible								
work_11703	#subject_bible								
work_13752	#subject_bible								
work_14445	#subject_bible								
work_13747	#subject_bible								
work_13748	#subject_bible								
work_13749	#subject_bible								
work_13750	#subject_bible								
work_13452	#subject_bible								
work_15600	#subject_bible								
work_13606	#subject_bible								
work_13607	#subject_bible								
work_13608	#subject_bible								
work_13609	#subject_bible								
work_13610	#subject_bible								
work_13611	#subject_bible								
work_13612	#subject_bible								
work_13619	#subject_bible								
work_10438	#subject_bible								
work_11008	#subject_bible								
work_11009	#subject_bible								
work_16023	#subject_bible								
work_16052	#subject_bible	#subject_bible							
work_11428	#subject_bible								
work_11510	#subject_bible								
work_11512	#subject_bible								
work_11511	#subject_bible								
work_11678	#subject_bible								
work_16004	#subject_bible								
work_16202	#subject_bible								
work_17119	#subject_bible								
work_11686	#subject_bible								
work_11006	#subject_bible								
work_12216	#subject_bible								
work_11765	#subject_bible								
work_11766	#subject_bible								
work_16051	#subject_bible	#subject_bible							
work_11767	#subject_bible								
work_11798	#subject_bible								
work_11799	#subject_bible								
work_11800	#subject_bible								
work_11801	#subject_bible								
work_11999	#subject_bible								
work_12000	#subject_bible								
work_12001	#subject_bible								
work_16050	#subject_bible	#subject_bible							
work_10459	#subject_bible								
work_13613	#subject_bible								
work_12002	#subject_bible								
work_12192	#subject_bible								
work_12427	#subject_bible								
work_12428	#subject_bible								
work_12434	#subject_bible								
work_12437	#subject_bible								
work_12438	#subject_bible								
work_12441	#subject_bible								
work_12442	#subject_bible								
work_12443	#subject_bible								
work_12445	#subject_bible								
work_12447	#subject_bible								
work_12446	#subject_bible								
work_12449	#subject_bible								
work_12453	#subject_bible								
work_12454	#subject_bible								
work_12465	#subject_bible								
work_10598	#subject_bible								
work_12464	#subject_bible								
work_12486	#subject_bible								
work_12487	#subject_bible								
work_16246	#subject_bible								
work_12772	#subject_bible								
work_13092	#subject_bible								
work_13093	#subject_bible								
work_13618	#subject_bible	#subject_literature							
work_13312	#subject_bible								
work_16024	#subject_bible								
work_13550	#subject_bible								
work_13556	#subject_bible								
work_13557	#subject_bible								
work_13559	#subject_bible								
work_13766	#subject_bible								
work_13768	#subject_bible								
work_13769	#subject_bible								
work_13771	#subject_bible								
work_14044	#subject_bible								
work_14066	#subject_bible								
work_13620	#subject_bible								
work_14068	#subject_bible								
work_14069	#subject_bible								
work_14070	#subject_bible								
work_14071	#subject_bible								
work_16003	#subject_bible								
work_14080	#subject_bible								
work_14082	#subject_bible								
work_14085	#subject_bible								
work_14088	#subject_bible								
work_14083	#subject_bible								
work_14084	#subject_bible	#subject_bible							
work_14077	#subject_bible								
work_14078	#subject_bible								
work_14079	#subject_literature	#subject_bible							
work_14090	#subject_bible								
work_10605	#subject_bible								
work_14466	#subject_bible								
work_14657	#subject_bible								
work_14655	#subject_bible								
work_14658	#subject_bible								
work_14656	#subject_literature	#subject_bible							
work_14662	#subject_bible								
work_14660	#subject_bible								
work_10606	#subject_bible								
work_16085	#subject_bible								
work_15353	#subject_bible								
work_15354	#subject_bible								
work_15522	#subject_bible								
work_15523	#subject_bible								
work_15524	#subject_bible								
work_16005	#subject_bible								
work_13622	#subject_bible								
work_15570	#subject_bible								
work_13754	#subject_bible								
work_10463	#subject_bible								
work_14659	#subject_bible								
work_10464	#subject_bible								
work_10469	#subject_bible								
work_10470	#subject_bible								
work_10471	#subject_bible								
work_10472	#subject_bible								
work_10473	#subject_bible								
work_10474	#subject_history	#subject_bible							
work_10476	#subject_indexes	#subject_bible							
work_10477	#subject_bible								
work_10478	#subject_bible								
work_10479	#subject_bible								
work_10480	#subject_bible								
work_10481	#subject_bible								
work_10483	#subject_christian_literature	#subject_theology							
work_4309	#subject_philosophy								
work_10484	#subject_documents								
work_1733	#subject_bible								
work_1758	#subject_music								
work_1086	#subject_bible								
work_1529	#subject_history								
work_980	#subject_medicine								
work_981	#subject_conduct								
work_982	#subject_conduct								
work_3123	#subject_theology								
work_3137	#subject_theology	#subject_liturgy							
work_5653	#subject_law								
work_3124	#subject_law								
work_10487	#subject_liturgy								
work_1095	#subject_literature								
work_1096	#subject_literature								
work_1097	#subject_literature								
work_1765	#subject_literature								
work_1098	#subject_literature								
work_1766	#subject_literature								
work_1767	#subject_geography								
work_1100	#subject_literature								
work_1101	#subject_literature								
work_1102	#subject_literature								
work_1103	#subject_literature								
work_1104	#subject_literature								
work_1105	#subject_literature								
work_1115	#subject_literature								
work_7306	#subject_literature								
work_1106	#subject_literature								
work_1107	#subject_literature								
work_1768	#subject_literature								
work_1109	#subject_christian_literature								
work_1111	#subject_literature								
work_1116	#subject_literature								
work_1112	#subject_literature								
work_1113	#subject_literature								
work_1114	#subject_literature								
work_2459	#subject_history								
work_4180	#subject_hagiography								
work_6429	#subject_philosophy								
work_7323	#subject_philosophy	#subject_classical_literature							
work_5500	#subject_philosophy	#subject_theology							
work_5502	#subject_philosophy	#subject_theology							
work_1118	#subject_philosophy	#subject_theology							
work_1122	#subject_philosophy	#subject_theology							
work_1117	#subject_philosophy	#subject_theology							
work_1123	#subject_philosophy	#subject_theology							
work_1119	#subject_philosophy	#subject_theology							
work_1120	#subject_philosophy	#subject_theology							
work_1121	#subject_philosophy	#subject_theology							
work_1124	#subject_philosophy								
work_1125	#subject_philosophy								
work_1126	#subject_theology								
work_1127	#subject_science								
work_1128	#subject_music								
work_6428	#subject_philosophy								
work_6426	#subject_philosophy								
work_1130	#subject_theology								
work_7202	#subject_philosophy								
work_1132	#subject_philosophy	#subject_theology							
work_7302	#subject_philosophy								
work_3958	#subject_science								
work_3121	#subject_literature								
work_10489	#subject_documents								
work_2460	#subject_science								
work_1134	#subject_law								
work_1135	#subject_law								
work_3962	#subject_christian_literature								
work_3963	#subject_christian_literature								
work_3269	#subject_christian_literature	#subject_theology							
work_3964	#subject_christian_literature								
work_3965	#subject_christian_literature								
work_6434	#subject_theology								
work_3959	#subject_theology								
work_6292	#subject_christian_literature								
work_3960	#subject_christian_literature								
work_7021	#subject_theology	#subject_conduct							
work_6291	#subject_christian_literature								
work_3961	#subject_christian_literature								
work_1136	#subject_theology								
work_1137	#subject_bible								
work_1138	#subject_theology								
work_1139	#subject_theology								
work_1140	#subject_christian_literature								
work_1141	#subject_theology								
work_1143	#subject_christian_literature								
work_1144	#subject_hagiography								
work_1146	#subject_christian_literature								
work_1145	#subject_christian_literature								
work_1147	#subject_liturgy								
work_4591	#subject_christian_literature								
work_1148	#subject_christian_literature								
work_1149	#subject_theology								
work_2091	#subject_politics_and_government								
work_2090	#subject_politics_and_government								
work_3321	#subject_philosophy								
work_7121	#subject_natural_history	#subject_theology							
work_1150	#subject_law								
work_7507	#subject_literature								
work_1151	#subject_clergy	#subject_law							
work_1152	#subject_law								
work_1153	#subject_law								
work_1154	#subject_theology								
work_2926	#subject_science								
work_1155	#subject_law								
work_3373	#subject_classical_literature								
work_3380	#subject_grammar								
work_1157	#subject_christian_literature								
work_1158	#subject_christian_literature								
work_1159	#subject_science								
work_1160	#subject_conduct								
work_10491	#subject_liturgy								
work_10493	#subject_monasticism_and_religious_orders								
work_10494	#subject_history								
work_10496	#subject_liturgy								
work_10497	#subject_liturgy								
work_10498	#subject_liturgy								
work_10499	#subject_liturgy								
work_10508	#subject_liturgy								
work_10509	#subject_liturgy								
work_10502	#subject_liturgy								
work_10500	#subject_liturgy								
work_10503	#subject_liturgy								
work_10505	#subject_liturgy								
work_10506	#subject_liturgy								
work_10504	#subject_liturgy								
work_10507	#subject_liturgy								
work_10510	#subject_liturgy								
work_10511	#subject_liturgy	#subject_bible							
work_10513	#subject_liturgy								
work_10515	#subject_liturgy								
work_10516	#subject_liturgy								
work_10514	#subject_liturgy								
work_10517	#subject_liturgy								
work_10518	#subject_liturgy								
work_10520	#subject_liturgy								
work_10521	#subject_liturgy								
work_10522	#subject_liturgy								
work_10523	#subject_liturgy								
work_10525	#subject_liturgy								
work_10526	#subject_liturgy								
work_10527	#subject_liturgy								
work_10528	#subject_liturgy								
work_10529	#subject_liturgy								
work_10530	#subject_liturgy								
work_10531	#subject_liturgy								
work_10532	#subject_liturgy								
work_10534	#subject_liturgy								
work_10533	#subject_liturgy								
work_10535	#subject_liturgy								
work_10536	#subject_liturgy								
work_10537	#subject_liturgy								
work_10538	#subject_liturgy								
work_10594	#subject_liturgy								
work_10540	#subject_liturgy								
work_10541	#subject_liturgy								
work_10543	#subject_liturgy								
work_10545	#subject_liturgy								
work_10546	#subject_liturgy								
work_10544	#subject_liturgy								
work_10547	#subject_liturgy								
work_10548	#subject_liturgy								
work_10549	#subject_liturgy								
work_10550	#subject_liturgy								
work_10551	#subject_liturgy								
work_10553	#subject_liturgy								
work_10554	#subject_liturgy								
work_10555	#subject_liturgy								
work_10556	#subject_liturgy								
work_10557	#subject_liturgy								
work_10558	#subject_liturgy								
work_10559	#subject_liturgy								
work_10560	#subject_liturgy								
work_10563	#subject_liturgy								
work_10561	#subject_liturgy								
work_10562	#subject_liturgy								
work_10565	#subject_liturgy								
work_10566	#subject_liturgy								
work_10567	#subject_liturgy								
work_10568	#subject_liturgy								
work_10570	#subject_liturgy								
work_10571	#subject_liturgy								
work_10572	#subject_liturgy								
work_10573	#subject_liturgy								
work_10575	#subject_liturgy								
work_10576	#subject_liturgy								
work_10577	#subject_liturgy								
work_10579	#subject_liturgy								
work_10580	#subject_liturgy								
work_10581	#subject_liturgy								
work_10584	#subject_liturgy								
work_10582	#subject_liturgy								
work_10585	#subject_liturgy								
work_10587	#subject_liturgy								
work_10586	#subject_liturgy								
work_10588	#subject_liturgy								
work_10589	#subject_liturgy								
work_10590	#subject_liturgy								
work_10591	#subject_liturgy								
work_10593	#subject_liturgy								
work_10596	#subject_liturgy								
work_10597	#subject_liturgy								
work_10599	#subject_natural_history								
work_10600	#subject_documents								
work_10601	#subject_christian_literature								
work_10602	#subject_christian_literature	#subject_theology	#subject_christian_literature						
work_10608	#subject_christian_literature	#subject_theology							
work_10609	#subject_bibliography								
work_1532	#subject_classical_literature								
work_2543	#subject_theology								
work_4931	#subject_christian_literature								
work_1061	#subject_law								
work_1062	#subject_law								
work_1226	#subject_literature								
work_2361	#subject_law								
work_1156	#subject_theology								
work_10612	#subject_documents								
work_3259	#subject_christian_literature								
work_3260	#subject_conduct								
work_2344	#subject_literature								
work_3739	#subject_literature								
work_3726	#subject_literature								
work_3727	#subject_literature								
work_3728	#subject_geography								
work_3729	#subject_literature	#subject_politics_and_government							
work_3730	#subject_politics_and_government								
work_3731	#subject_literature								
work_3733	#subject_literature								
work_3734	#subject_literature								
work_3740	#subject_literature								
work_1999	#subject_law								
work_4788	#subject_theology								
work_4789	#subject_science								
work_4790	#subject_science								
work_7095	#subject_sermons								
work_4545	#subject_science								
work_4546	#subject_science								
work_4547	#subject_science								
work_4548	#subject_science								
work_4549	#subject_medicine								
work_10613	#subject_law								
work_2346	#subject_history	#subject_literature							
work_10614	#subject_law								
work_10615	#subject_music								
work_10616	#subject_history								
work_10617	#subject_medicine								
work_10618	#subject_bible								
work_16255	#subject_geography								
work_10619	#subject_liturgy								
work_10620	#subject_liturgy								
work_10621	#subject_liturgy								
work_10622	#subject_liturgy								
work_10623	#subject_liturgy								
work_10624	#subject_liturgy								
work_10625	#subject_liturgy								
work_10626	#subject_liturgy								
work_10627	#subject_liturgy								
work_10628	#subject_liturgy								
work_10629	#subject_liturgy								
work_10630	#subject_liturgy								
work_10631	#subject_liturgy								
work_10632	#subject_liturgy								
work_10633	#subject_liturgy								
work_10634	#subject_liturgy								
work_10647	#subject_liturgy								
work_10636	#subject_liturgy								
work_10637	#subject_liturgy								
work_10638	#subject_liturgy								
work_10639	#subject_liturgy								
work_10641	#subject_liturgy								
work_10645	#subject_liturgy								
work_10649	#subject_liturgy								
work_10648	#subject_liturgy								
work_13594	#subject_liturgy								
work_10646	#subject_liturgy								
work_10650	#subject_liturgy								
work_10652	#subject_liturgy								
work_10655	#subject_liturgy								
work_10656	#subject_liturgy								
work_10657	#subject_liturgy								
work_10658	#subject_liturgy								
work_10659	#subject_liturgy								
work_10660	#subject_liturgy								
work_10661	#subject_liturgy								
work_10662	#subject_liturgy								
work_10663	#subject_liturgy								
work_10664	#subject_liturgy								
work_10665	#subject_liturgy								
work_10651	#subject_liturgy								
work_10654	#subject_liturgy								
work_10666	#subject_liturgy								
work_10667	#subject_liturgy								
work_2625	#subject_rhetoric								
work_7139	#subject_christian_literature								
work_1087	#subject_christian_literature								
work_4592	#subject_christian_literature								
work_4593	#subject_christian_literature								
work_1161	#subject_christian_literature								
work_7138	#subject_christian_literature								
work_10669	#subject_theology								
work_4869	#subject_grammar								
work_10670	#subject_law								
work_2626	#subject_theology								
work_2463	#subject_sermons								
work_10671	#subject_history								
work_2949	#subject_rhetoric								
work_2950	#subject_rhetoric								
work_2951	#subject_philosophy								
work_2952	#subject_history								
work_2953	#subject_history								
work_2954	#subject_history								
work_2955	#subject_literature								
work_2956	#subject_history								
work_2958	#subject_literature								
work_2960	#subject_history								
work_2961	#subject_rhetoric								
work_2962	#subject_rhetoric								
work_2963	#subject_history								
work_2964	#subject_literature								
work_6178	#subject_literature								
work_1166	#subject_bible								
work_1165	#subject_bible								
work_1172	#subject_medicine								
work_1173	#subject_medicine								
work_6189	#subject_theology								
work_6188	#subject_bible								
work_1171	#subject_bible								
work_1167	#subject_bible								
work_1169	#subject_bible								
work_1170	#subject_liturgy	#subject_theology	#subject_clergy						
work_1168	#subject_theology	#subject_sermons							
work_3971	#subject_classical_literature								
work_3034	#subject_classical_literature								
work_4937	#subject_science								
work_3107	#subject_theology								
work_7074	#subject_theology								
work_1175	#subject_politics_and_government								
work_1133	#subject_politics_and_government								
work_1234	#subject_geography								
work_1176	#subject_geography								
work_1177	#subject_theology								
work_988	#subject_conduct								
work_2362	#subject_philosophy								
work_2363	#subject_philosophy								
work_2629	#subject_philosophy								
work_2628	#subject_philosophy								
work_7241	#subject_science								
work_4938	#subject_philosophy								
work_4939	#subject_philosophy								
work_7258	#subject_philosophy								
work_7297	#subject_philosophy								
work_4940	#subject_philosophy								
work_4941	#subject_philosophy								
work_4942	#subject_philosophy								
work_5682	#subject_philosophy								
work_5680	#subject_philosophy								
work_4943	#subject_philosophy								
work_5677	#subject_philosophy								
work_4945	#subject_philosophy								
work_4946	#subject_philosophy								
work_4947	#subject_philosophy								
work_5681	#subject_philosophy								
work_5679	#subject_philosophy								
work_5683	#subject_philosophy								
work_4948	#subject_philosophy								
work_4949	#subject_science								
work_4950	#subject_philosophy								
work_4951	#subject_philosophy								
work_4952	#subject_philosophy								
work_4954	#subject_philosophy								
work_5684	#subject_philosophy								
work_4139	#subject_philosophy								
work_4304	#subject_bibliography								
work_6379	#subject_sermons								
work_7361	#subject_bible	#subject_theology							
work_585	#subject_law								
work_604	#subject_clergy	#subject_law							
work_1178	#subject_science								
work_5656	#subject_theology								
work_3262	#subject_liturgy								
work_5935	#subject_theology								
work_5934	#subject_hagiography								
work_5936	#subject_liturgy								
work_3352	#subject_theology								
work_10673	#subject_theology								
work_1180	#subject_classical_literature								
work_1181	#subject_classical_literature								
work_1182	#subject_classical_literature								
work_1183	#subject_classical_literature								
work_1184	#subject_classical_literature								
work_3972	#subject_theology								
work_6073	#subject_law								
work_6074	#subject_sermons								
work_1185	#subject_sermons								
work_1186	#subject_bible								
work_5773	#subject_sermons								
work_7114	#subject_sermons								
work_5813	#subject_sermons								
work_7115	#subject_sermons								
work_5923	#subject_sermons								
work_1188	#subject_sermons								
work_7116	#subject_sermons								
work_7117	#subject_sermons								
work_1189	#subject_sermons	#subject_monasticism_and_religious_orders							
work_1190	#subject_sermons								
work_1192	#subject_hagiography								
work_4752	#subject_monasticism_and_religious_orders								
work_4751	#subject_hagiography								
work_4851	#subject_hagiography								
work_1194	#subject_philosophy								
work_10674	#subject_science								
work_1772	#subject_politics_and_government	#subject_geography							
work_1773	#subject_geography								
work_1774	#subject_theology								
work_6365	#subject_theology								
work_1769	#subject_theology								
work_1770	#subject_law								
work_10675	#subject_science	#subject_liturgy							
work_10676	#subject_liturgy								
work_10677	#subject_liturgy								
work_10678	#subject_science								
work_10679	#subject_science	#subject_liturgy							
work_10681	#subject_science								
work_10680	#subject_science								
work_10682	#subject_liturgy								
work_10683	#subject_liturgy	#subject_science							
work_10684	#subject_science								
work_10685	#subject_science	#subject_liturgy							
work_10687	#subject_liturgy	#subject_science							
work_10689	#subject_science	#subject_science	#subject_liturgy						
work_10690	#subject_science	#subject_liturgy							
work_10691	#subject_liturgy	#subject_science	#subject_christian_literature						
work_10693	#subject_liturgy								
work_10694	#subject_liturgy								
work_10695	#subject_documents	#subject_history							
work_10696	#subject_documents								
work_10697	#subject_documents								
work_10704	#subject_history	#subject_liturgy	#subject_science						
work_10705	#subject_science	#subject_history							
work_10688	#subject_science	#subject_liturgy	#subject_grammar	#subject_christian_literature					
work_10692	#subject_liturgy	#subject_science							
work_10698	#subject_science								
work_10699	#subject_liturgy	#subject_science							
work_10700	#subject_science	#subject_liturgy							
work_10701	#subject_science	#subject_liturgy							
work_10702	#subject_liturgy								
work_10703	#subject_liturgy								
work_10706	#subject_law	#subject_indexes							
work_10707	#subject_science	#subject_science							
work_10708	#subject_science	#subject_science							
work_10709	#subject_science	#subject_science							
work_10711	#subject_science								
work_10712	#subject_science								
work_10713	#subject_science	#subject_liturgy							
work_10714	#subject_science	#subject_liturgy							
work_10716	#subject_science	#subject_liturgy							
work_10717	#subject_science	#subject_liturgy							
work_10718	#subject_science	#subject_liturgy							
work_10719	#subject_science								
work_10720	#subject_science								
work_10721	#subject_science								
work_10722	#subject_science								
work_10724	#subject_science								
work_10725	#subject_literature								
work_1195	#subject_literature								
work_1196	#subject_literature								
work_1197	#subject_literature								
work_4143	#subject_classical_literature								
work_6268	#subject_monasticism_and_religious_orders								
work_6378	#subject_classical_literature								
work_1198	#subject_science								
work_1199	#subject_science								
work_1200	#subject_science								
work_1201	#subject_science								
work_1202	#subject_science								
work_10726	#subject_science								
work_14973	#subject_law								
work_10727	#subject_law								
work_10736	#subject_theology								
work_16215	#subject_law								
work_10744	#subject_law								
work_10743	#subject_law								
work_16092	#subject_law								
work_10745	#subject_law								
work_10746	#subject_clergy	#subject_law							
work_10747	#subject_clergy	#subject_law							
work_10749	#subject_clergy								
work_10750	#subject_law								
work_16221	#subject_law								
work_16225	#subject_law								
work_16214	#subject_law								
work_16222	#subject_law								
work_10752	#subject_clergy								
work_16220	#subject_law								
work_16224	#subject_law								
work_16219	#subject_law								
work_17108	#subject_law								
work_10753	#subject_law	#subject_clergy							
work_17109	#subject_law								
work_17112	#subject_law								
work_17111	#subject_law								
work_10754	#subject_law								
work_16245	#subject_clergy	#subject_law							
work_10755	#subject_science								
work_1203	#subject_literature								
work_1204	#subject_literature								
work_5605	#subject_history								
work_2630	#subject_bible								
work_2631	#subject_hagiography								
work_2632	#subject_geography								
work_2546	#subject_medicine								
work_2547	#subject_medicine								
work_3432	#subject_medicine								
work_10758	#subject_liturgy								
work_1412	#subject_clergy								
work_3207	#subject_theology								
work_605	#subject_theology								
work_3677	#subject_hagiography								
work_10760	#subject_monasticism_and_religious_orders								
work_17020	#subject_literature								
work_10761	#subject_literature	#subject_law							
work_16302	#subject_clergy								
work_10762	#subject_literature								
work_10763	#subject_literature								
work_16035	#subject_monasticism_and_religious_orders								
work_10764	#subject_literature	#subject_christian_literature							
work_10765	#subject_documents								
work_10766	#subject_documents	#subject_law							
work_446	#subject_politics_and_government								
work_10768	#subject_monasticism_and_religious_orders	#subject_documents							
work_10769	#subject_law	#subject_monasticism_and_religious_orders							
work_10770	#subject_monasticism_and_religious_orders	#subject_documents	#subject_law						
work_10771	#subject_monasticism_and_religious_orders	#subject_documents							
work_10779	#subject_documents	#subject_monasticism_and_religious_orders							
work_10780	#subject_documents	#subject_monasticism_and_religious_orders							
work_10781	#subject_documents	#subject_monasticism_and_religious_orders							
work_10784	#subject_documents	#subject_monasticism_and_religious_orders							
work_10785	#subject_documents	#subject_monasticism_and_religious_orders							
work_10786	#subject_documents	#subject_monasticism_and_religious_orders							
work_10787	#subject_documents	#subject_monasticism_and_religious_orders							
work_10788	#subject_documents	#subject_monasticism_and_religious_orders							
work_10789	#subject_documents								
work_10790	#subject_documents	#subject_monasticism_and_religious_orders							
work_10791	#subject_documents	#subject_monasticism_and_religious_orders							
work_10792	#subject_documents	#subject_monasticism_and_religious_orders							
work_10793	#subject_documents	#subject_monasticism_and_religious_orders							
work_10796	#subject_documents								
work_10797	#subject_documents	#subject_monasticism_and_religious_orders							
work_10901	#subject_documents								
work_10800	#subject_monasticism_and_religious_orders	#subject_documents							
work_10801	#subject_documents	#subject_monasticism_and_religious_orders							
work_10802	#subject_documents	#subject_monasticism_and_religious_orders							
work_16002	#subject_monasticism_and_religious_orders	#subject_documents							
work_10809	#subject_documents	#subject_monasticism_and_religious_orders							
work_10810	#subject_documents								
work_10811	#subject_documents								
work_10812	#subject_documents								
work_10815	#subject_documents	#subject_monasticism_and_religious_orders							
work_10813	#subject_documents	#subject_monasticism_and_religious_orders							
work_10814	#subject_documents	#subject_monasticism_and_religious_orders							
work_10816	#subject_documents								
work_10817	#subject_documents	#subject_monasticism_and_religious_orders							
