metadata: hand UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: hands,overview: total hands,person: scribe ref,person: hand ID,person: person(s),person: person ID(s),locus: scope,locus: n,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,palaeography: script,palaeography: execution,palaeography: medium,palaeography: terms,palaeography: desc,palaeography: char,palaeography: characters,palaeography: ligature,palaeography: abbreviations,palaeography: corrections,palaeography: punctuation,palaeography: nota,palaeography: language
MS_Bodl_52_hand_1,manuscript_1544,Bodl,MS_Bodl_52,MS. Bodl. 52,manuscript,,MS_Bodl_52,"In the hand of J. Maynsforth, fellow of Merton College Oxford. Fol. 59 'Et Deo gracias quod Maynsforth.'",,,,J. Maynsforth,person_551,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_80_hand_1,manuscript_1786,Bodl,MS_Bodl_80,MS. Bodl. 80,manuscript,,MS_Bodl_80,Italian Humanistic script,,,,,,,,,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Bodl_82_hand_1,manuscript_1808,Bodl,MS_Bodl_82,MS. Bodl. 82,manuscript-with-fragment,,MS_Bodl_82,Textualis; one scribe.,1.0,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Bodl_82_hand_2,manuscript_1808,Bodl,MS_Bodl_82,MS. Bodl. 82,fragment,,MS_Bodl_82-endleaves,Textualis,,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Bodl_123_hand_1,manuscript_1188,Bodl,MS_Bodl_123,MS. Bodl. 123,manuscript,,MS_Bodl_123,"Mostly written by Thomas Urmston, on whom see Swanson, ‘Cycle recycled’ (2013).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_132_hand_1,manuscript_1194,Bodl,MS_Bodl_132,MS. Bodl. 132,manuscript,,MS_Bodl_132,"Hunc librum scripsit frater Willelmus de Wodecherche, laicus quondam conversus Pontis Roberti. Cuius anima in pace requiescat. Amen (fol. 228)",,,,frater Willelmus de Wodecherche,person_3206,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_134_hand_1,manuscript_1196,Bodl,MS_Bodl_134,MS. Bodl. 134,manuscript,,MS_Bodl_134,Written by the scribe of the Textus Roffensis and other Rochester manuscripts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_140_hand_1,manuscript_1202,Bodl,MS_Bodl_140,MS. Bodl. 140,manuscript-with-fragment,MS. Bodl. 140 - endleaf (fol. v),MS_Bodl_140,Arts. 1 and 2 written by William of Glen Magna. Art. 3 in a different but contemporary hand.,2.0,,,William of Glen Magna,person_3215,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_151_hand_1,manuscript_1213,Bodl,MS_Bodl_151,MS. Bodl. 151,manuscript,,MS_Bodl_151,Gothic textualis.,,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Bodl_159_hand_1,manuscript_1219,Bodl,MS_Bodl_159,MS. Bodl. 159,part,MS. Bodl. 159 – Part A,MS_Bodl_159-part1,Several hands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_159_hand_2,manuscript_1219,Bodl,MS_Bodl_159,MS. Bodl. 159,part,MS. Bodl. 159 – Part B,MS_Bodl_159-part2,Several hands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_159_hand_3,manuscript_1219,Bodl,MS_Bodl_159,MS. Bodl. 159,part,MS. Bodl. 159 – Part C,MS_Bodl_159-part3,Several hands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_160_hand_1,manuscript_1221,Bodl,MS_Bodl_160,MS. Bodl. 160,manuscript-with-fragment,"MS. Bodl. 160 - endleaves (fols. i-ii, 99)",MS_Bodl_160,"'Christ Church hand on fols. iii recto, iv recto, 1r–51r, 61r–66r, 71r–; continental hand on fols. 67r–71r. Numerous Canterbury marks in the margins. Fols. 1r–51r are probably in the same hand as Campbell Ch. xxi. 6 (A. D. 1123).' (MLGB)",,,,,,,,,,,,,,,,,protogothic,,,,,,,,,,,,
MS_Bodl_163_hand_1,manuscript_1224,Bodl,MS_Bodl_163,MS. Bodl. 163,part,MS. Bodl. 163 – Part 1 (fols. 1–227),MS_Bodl_163-part1,Several hands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_180_hand_1,manuscript_1238,Bodl,MS_Bodl_180,MS. Bodl. 180,manuscript,,MS_Bodl_180,"One hand. An English vernacular minuscule of the twelfth-century, which retains features of the first half of the century, such as headless a and tapered ascenders still upright. Insular g is used throughout, whilst insular s alternates with long s and no ligatures appear to be used. The writing is regular and large in aspect. Ker argued that this manuscript was 'not well written' (Ker 1957, p. 359), but the scribe controls his or her hand throughout the quires, spacing minims and individual letters well. The height of the minims is regularly 3 mm. The prayer at the end is written most likely by this hand. Sedgefield suggests that: A close examination decides against the identity of two hands, which however may belong to the same school of handwriting (Sedgefield 1890, p. xv). The hand of the prayer is different in aspect, because the scribe seems to write faster and pays less attention to the formation of the individual letters and the pen is cut with a thinner nib, but it is very likely that these two types of script belong to the same scribe. Probably this text was copied at a later stage, but certainly at the same time as the corrections were inserted. Brown Ink. a: insular, with a large lobe, occasionally the head protrudes on the left; b: with wedged, slightly forked ascender with a straight back and a rounded lobe; c: one broken stroke with a curled head; d: two broken strokes and a thick upright back stroke, which tapers at the top end, but curls to the right at the point of junction with the left stroke of the bowl. e: insular small rounded and closed with a little tongue on the right side, more evident in final position. f: a distinctive insular form: straight upward shaft finishing occasionally with a little curl towards the right, otherwise closing with a fourty-five degree angle. Two dot-like-strokes form the horizontal strokes on the left. A little serif protrudes from the top of the back of the shaft. g: insular, with an s shaped descender which curves towards the right just after the writing line, and turns flat into an open lobe on the right topped by a flat horizontal stroke. h: Caroline with a thick wedged and slightly forked ascender and a right limb which sometimes curls under the line. i, m, n and u: minims are traced one at a time, regular in shape and their feet always finish with a small serif to the right. l: Caroline form with a tall wedged straight ascender, the shaft ends on the line with a foot curling to the right. o: rounded, oval shaped closed. p and ƿ are mainly distinguishable through meaning. However, ƿ is formed with a wedge-like head and a tailed descender curving towards the left and a closed elongated lobe. r: insular form, with a well defined bow and a descender which ends curving on the left, but finishing with a square or perpendicular angle. s: insular form, with a straight descender below the line of writing, occasionally curving to the left. t: straight head-stroke and straight shaft which curls to the right. y: is always dotted and the descender curves to the left finishing in a thin tail. The second stroke to the right is done quite high up near the start of the shaft. æ: formed by an insular a and an e which sits on the shoulder of the a and terminates with a tail on the top right. ð is formed like d, with rounded bowl and upright ascender, but the median stroke is not always straight; it mostly curves from the left to the right finishing with a tail and then a dot below the tail itself, but still attached to the stroke. There is another type of ð which appears more frequently towards the end of the manuscript. The basic formation is the same, but the scribe forms the left side stroke of the bowl to meet the ascender and then continues to finish with a tail curling leftwards. þ is upright with wedged ascender and a tailed descender, and a pointed head-stroke. Capitals are enlarged form of the minuscule with the exception of A, which sometimes is a large two-compartment letter. Litterae Notabiliores of the main chapters of the table of content are decorated with dots, but written in the same ink as the text by the main hand. Use of tironian nota; crossed through þ for þæt; a macron usually abbreviates m, n. Punctus mostly median, but also on the line. No ligature. West Saxon spelling retained, with occasional Kentish features (Sedgefield 1890, pp. xv, xxxv-xxxvi) The manuscript was corrected by the main hand. Some minor corrections appear for, example, on on fols 1r, 2r/v, 3r/v, 4r/v, 6r/v, 7v, 8v, 9r/v, 10r/v, 13r and 14r/v. More substantial corrections appear, for example, on fols 12v, 14v, 55v, 58v, 62v. Method of correction: erasure and expuncture, a small comma-like sign indicates insertion of corrections inserted interlinearly. On fol. 24v, the signe de renvoi is a seven like comma is followed by a punctus, with the correction inserted in interlinear position; see also fol. 19r, where the correction appears on the left margin. On fol. 55r, the signe de renvoi is a punctus, followed by a comma and the correction inserted in interlinear position. Erasure on fol. 90v left blank. s. xii1",1.0,,EM.SC.0241,,,major,,,,,s. xii1,,1100,1150,,Gregorian,minusculeVernacular,,,,"One hand. An English vernacular minuscule of the twelfth-century, which retains features of the first half of the century, such as headless a and tapered ascenders still upright. Insular g is used throughout, whilst insular s alternates with long s and no ligatures appear to be used. The writing is regular and large in aspect. Ker argued that this manuscript was 'not well written' (Ker 1957, p. 359), but the scribe controls his or her hand throughout the quires, spacing minims and individual letters well. The height of the minims is regularly 3 mm. The prayer at the end is written most likely by this hand. Sedgefield suggests that: A close examination decides against the identity of two hands, which however may belong to the same school of handwriting (Sedgefield 1890, p. xv). The hand of the prayer is different in aspect, because the scribe seems to write faster and pays less attention to the formation of the individual letters and the pen is cut with a thinner nib, but it is very likely that these two types of script belong to the same scribe. Probably this text was copied at a later stage, but certainly at the same time as the corrections were inserted. Brown Ink.","a: insular, with a large lobe, occasionally the head protrudes on the left; b: with wedged, slightly forked ascender with a straight back and a rounded lobe; c: one broken stroke with a curled head; d: two broken strokes and a thick upright back stroke, which tapers at the top end, but curls to the right at the point of junction with the left stroke of the bowl. e: insular small rounded and closed with a little tongue on the right side, more evident in final position. f: a distinctive insular form: straight upward shaft finishing occasionally with a little curl towards the right, otherwise closing with a fourty-five degree angle. Two dot-like-strokes form the horizontal strokes on the left. A little serif protrudes from the top of the back of the shaft. g: insular, with an s shaped descender which curves towards the right just after the writing line, and turns flat into an open lobe on the right topped by a flat horizontal stroke. h: Caroline with a thick wedged and slightly forked ascender and a right limb which sometimes curls under the line. i, m, n and u: minims are traced one at a time, regular in shape and their feet always finish with a small serif to the right. l: Caroline form with a tall wedged straight ascender, the shaft ends on the line with a foot curling to the right. o: rounded, oval shaped closed. p and ƿ are mainly distinguishable through meaning. However, ƿ is formed with a wedge-like head and a tailed descender curving towards the left and a closed elongated lobe. r: insular form, with a well defined bow and a descender which ends curving on the left, but finishing with a square or perpendicular angle. s: insular form, with a straight descender below the line of writing, occasionally curving to the left. t: straight head-stroke and straight shaft which curls to the right. y: is always dotted and the descender curves to the left finishing in a thin tail. The second stroke to the right is done quite high up near the start of the shaft. æ: formed by an insular a and an e which sits on the shoulder of the a and terminates with a tail on the top right. ð is formed like d, with rounded bowl and upright ascender, but the median stroke is not always straight; it mostly curves from the left to the right finishing with a tail and then a dot below the tail itself, but still attached to the stroke. There is another type of ð which appears more frequently towards the end of the manuscript. The basic formation is the same, but the scribe forms the left side stroke of the bowl to meet the ascender and then continues to finish with a tail curling leftwards. þ is upright with wedged ascender and a tailed descender, and a pointed head-stroke. Capitals are enlarged form of the minuscule with the exception of A, which sometimes is a large two-compartment letter. Litterae Notabiliores of the main chapters of the table of content are decorated with dots, but written in the same ink as the text by the main hand.",a g s b c d e f h i m n u l o p ƿ r t y æ ð þ A,No ligature.,"Use of tironian nota; crossed through þ for þæt; a macron usually abbreviates m, n.","The manuscript was corrected by the main hand. Some minor corrections appear for, example, on on fols 1r, 2r/v, 3r/v, 4r/v, 6r/v, 7v, 8v, 9r/v, 10r/v, 13r and 14r/v. More substantial corrections appear, for example, on fols 12v, 14v, 55v, 58v, 62v. Method of correction: erasure and expuncture, a small comma-like sign indicates insertion of corrections inserted interlinearly. On fol. 24v, the signe de renvoi is a seven like comma is followed by a punctus, with the correction inserted in interlinear position; see also fol. 19r, where the correction appears on the left margin. On fol. 55r, the signe de renvoi is a punctus, followed by a comma and the correction inserted in interlinear position. Erasure on fol. 90v left blank.","Punctus mostly median, but also on the line.",,"West Saxon spelling retained, with occasional Kentish features (Sedgefield 1890, pp. xv, xxxv-xxxvi)"
MS_Bodl_183_hand_1,manuscript_1241,Bodl,MS_Bodl_183,MS. Bodl. 183,manuscript,,MS_Bodl_183,"textura, the same hand as in MS. Fairfax 11; black ink",,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Bodl_189_hand_1,manuscript_1246,Bodl,MS_Bodl_189,MS. Bodl. 189,manuscript,,MS_Bodl_189,The handwriting changes at the gap in the subject matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_208_hand_1,manuscript_1266,Bodl,MS_Bodl_208,MS. Bodl. 208,manuscript-with-fragment,MS. Bodl. 208 - front pastedown,MS_Bodl_208,Fols. 1r-146v written in a protogothic hand,2.0,,,,,major,,,,,,,,,,,protogothic,,,,,,,,,,,,
MS_Bodl_208_hand_2,manuscript_1266,Bodl,MS_Bodl_208,MS. Bodl. 208,manuscript-with-fragment,MS. Bodl. 208 - front pastedown,MS_Bodl_208,Fols. 147r-156v written in a hand with more Gothic features,2.0,,,,,minor,,,,,,,,,,,protogothic,,,,,,,,,,,,
MS_Bodl_208_hand_3,manuscript_1266,Bodl,MS_Bodl_208,MS. Bodl. 208,fragment,MS. Bodl. 208 - front pastedown,MS_Bodl_208-endleaf,Same as fols. 1r-146v of main manuscript.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_216_hand_1,manuscript_1273,Bodl,MS_Bodl_216,MS. Bodl. 216,manuscript,,MS_Bodl_216,Fols. 1–41v line 9 apparently written by John Brinkley or John Tymworth. The rest written by William Barrow (see Provenance).,,,,John Brinkley; John Tymworth; William Barrow,person_2951 person_2952 person_2953,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_218_hand_1,manuscript_1275,Bodl,MS_Bodl_218,MS. Bodl. 218,manuscript,,MS_Bodl_218,Carolingian minuscule.,,,,,,major,,,,,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Bodl_218_hand_2,manuscript_1275,Bodl,MS_Bodl_218,MS. Bodl. 218,manuscript,,MS_Bodl_218,Insular corrections and additions.,,,,,,minor,,,,,,,,,,,minusculeInsular,,,,,,,,,,,,
MS_Bodl_220_hand_1,manuscript_1276,Bodl,MS_Bodl_220,MS. Bodl. 220,manuscript,,MS_Bodl_220,"Written by Wellys (?) (colophon, art. 2).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_240_hand_1,manuscript_1294,Bodl,MS_Bodl_240,MS. Bodl. 240,manuscript,,MS_Bodl_240,Several hands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_264_hand_1,manuscript_1315,Bodl,MS_Bodl_264,MS. Bodl. 264,part,MS. Bodl. 264 - Part A (fols. 3-208),MS_Bodl_264-part1,Formal gothic bookhand (textualis formata) by one scribe.,1.0,,,,,,,,,,,,,,,,textualisNorthern,formata,,,,,,,,,,,
MS_Bodl_264_hand_2,manuscript_1315,Bodl,MS_Bodl_264,MS. Bodl. 264,part,"MS. Bodl. 264 - Part B (fols. 1-2, 209-273) MS. Bodl. 264 - Part B(i) (fols. 1, 209-216) MS. Bodl. 264 - Part B(ii) (fols. 2, 217-273)",MS_Bodl_264-part2,Formal gothic bookhand (textualis formata) by one scribe.,1.0,,,,,,,,,,,,,,,,textualisNorthern,formata,,,,,,,,,,,
MS_Bodl_265_hand_1,manuscript_1316,Bodl,MS_Bodl_265,MS. Bodl. 265,manuscript,,MS_Bodl_265,Written by 'Plesseboys',,,,Plesseboys,person_964,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_277_hand_1,manuscript_1327,Bodl,MS_Bodl_277,MS. Bodl. 277,manuscript,,MS_Bodl_277,"textura, black ink",,,,,,,,,,,,,,,,,textualisNorthern,,,,,,,,,,,,
MS_Bodl_281_hand_1,manuscript_1331,Bodl,MS_Bodl_281,MS. Bodl. 281,manuscript,,MS_Bodl_281,"Fols. 1–122 written by Henry Mere , with his initials, fols. 72v, 116v (cf. M. B. Parkes, ""A Fifteenth-Century Scribe: Henry Mere"", in Scribes, Scripts and Readers: Studies in the Communication, Presentation and Dissemination of Medieval Texts (London, 1991), pp. 249-56). The second scribe also wrote MS. Auct. F. 5. 26. (Pächt and Alexander iii. 987, pl. XCII)",2.0,,,Henry Mere,person_495,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_292_hand_1,manuscript_1342,Bodl,MS_Bodl_292,MS. Bodl. 292,part,MS. Bodl. 292 – Part 1,MS_Bodl_292-part1,Fols. 148v-149v written in humanistic script by 'V.f.I'(Pächt and Alexander iii. 988),,,,V.f.I,person_1223,,,,,,,,,,,,humanistica,,,,,,,,,,,,
MS_Bodl_296_hand_1,manuscript_1346,Bodl,MS_Bodl_296,MS. Bodl. 296,manuscript-with-fragment,,MS_Bodl_296,Anglicana; smaller script is used from fol. 15r onwards; black and brown ink,,,,,,,,,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
MS_Bodl_297_hand_1,manuscript_1347,Bodl,MS_Bodl_297,MS. Bodl. 297,manuscript,,MS_Bodl_297,"Two main scribes (pp. 1–344, pp. 345–423a), with marginal and interlinear additions by several others (Darlington and McGurk, II, p. lii).",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_311_hand_1,manuscript_1358,Bodl,MS_Bodl_311,MS. Bodl. 311,manuscript,,MS_Bodl_311,"Written by Johannes (art. 5, colophon).",,,,Johannes,person_3317,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_317_hand_1,manuscript_1363,Bodl,MS_Bodl_317,MS. Bodl. 317,manuscript,,MS_Bodl_317,"Written by Robert, fol. 199.",,,,Robert,person_1039,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_321_hand_1,manuscript_1368,Bodl,MS_Bodl_321,MS. Bodl. 321,manuscript,,MS_Bodl_321,"Three hands (A, B, C).",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_339_hand_1,manuscript_1377,Bodl,MS_Bodl_339,MS. Bodl. 339,manuscript,,MS_Bodl_339,"Written by Jo. Barbe (Baert, Baerts), who also wrote MS. Rawl. G. 48, Magdalen College MS. Lat. 191, and New College MS. 219.",,,,"Jo. Barbe (Baert, Baerts)",person_606,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_343_hand_1,manuscript_1380,Bodl,MS_Bodl_343,MS. Bodl. 343,manuscript,,MS_Bodl_343,"(fols 1–170) Probably in one hand, but there is some change in style after fols 64, 154. A small clear minuscule. a is Caroline. d is rounded, of the same size and shape as ð. In Latin d is mainly upright. e is Caroline. f is Caroline. Insular g is used for the spirant and caroline g for the stop. A diagonal hair-line is attached to the base of Caroline and insular forms of g. h is Caroline r is Caroline. s is Caroline, but sometimes it descends below the line, especially when doubled and before t. descenders turn to the left, except p. accents are used abundantly on both long and short vowels. Abbreviation for n or m is marked by a superscript bar, usually straight but occasionally hooked. cw with a superscript bar denotes cwæð. discipˉlis denotes discipulis. A superscript bar over the t in driht denotes drihten. A crossbar through the ascender of h in heteȝæ denotes heretoȝæ A superscript bar over m denotes men. A superscript bar over the c in scs denotes sanctus. A crossbar through þ denotes þæt. A hooked d is used for de. The tironian nota is used for and.",2.0,,,,,major,1.0,(fols 1–170),1.0,170.0,,,,,,,minusculeVernacular,,,,"(fols 1–170) Probably in one hand, but there is some change in style after fols 64, 154. A small clear minuscule.","a is Caroline. d is rounded, of the same size and shape as ð. In Latin d is mainly upright. e is Caroline. f is Caroline. Insular g is used for the spirant and caroline g for the stop. A diagonal hair-line is attached to the base of Caroline and insular forms of g. h is Caroline r is Caroline. s is Caroline, but sometimes it descends below the line, especially when doubled and before t. descenders turn to the left, except p. accents are used abundantly on both long and short vowels.",a d ð e f g h r s t p n m cw c þ,,"Abbreviation for n or m is marked by a superscript bar, usually straight but occasionally hooked. cw with a superscript bar denotes cwæð. discipˉlis denotes discipulis. A superscript bar over the t in driht denotes drihten. A crossbar through the ascender of h in heteȝæ denotes heretoȝæ A superscript bar over m denotes men. A superscript bar over the c in scs denotes sanctus. A crossbar through þ denotes þæt. A hooked d is used for de. The tironian nota is used for and.",,,,
MS_Bodl_343_hand_2,manuscript_1380,Bodl,MS_Bodl_343,MS. Bodl. 343,manuscript,,MS_Bodl_343,"(fols vi–xxxix verso) The scribe uses a type of minuscule characteristic of the mid second half of the twelfth century. The aspect is upright and engrossed. The hand extends below or above the line of writing in a proportionate way. The scribe mixes Caroline and insular letter forms, and a number of gothic features are also present. f is insular. g is insular. h is insular. r is insular. s is insular. ascenders are slightly wedged. descenders are occasionally tapered to the left.",2.0,,,,,major,1.0,(fols vi–xxxix verso),vi,xxxixverso,,,,,,,minusculeVernacular,,,,(fols vi–xxxix verso) The scribe uses a type of minuscule characteristic of the mid second half of the twelfth century.,"The aspect is upright and engrossed. The hand extends below or above the line of writing in a proportionate way. The scribe mixes Caroline and insular letter forms, and a number of gothic features are also present. f is insular. g is insular. h is insular. r is insular. s is insular. ascenders are slightly wedged. descenders are occasionally tapered to the left.",f g h r s,,,,,,
MS_Bodl_343_hand_3,manuscript_1380,Bodl,MS_Bodl_343,MS. Bodl. 343,manuscript,,MS_Bodl_343,"(fols x, 64v, 154v and the last two lines of 170.) s. xii/xiii. Hybrid forms of f and F. Insular g is used beside Caroline g. descenders are occasionally tapered to the left. ascenders are slightly wedged.",2.0,,EM.SC.0244,,,minor,1.0,"(fols x, 64v, 154v and the last two lines of 170.)",x,154v,,,,,,,minusculeVernacular,,,,"(fols x, 64v, 154v and the last two lines of 170.) s. xii/xiii.",Hybrid forms of f and F. Insular g is used beside Caroline g. descenders are occasionally tapered to the left. ascenders are slightly wedged.,f F g,,,,,,
MS_Bodl_352_hand_1,manuscript_1385,Bodl,MS_Bodl_352,MS. Bodl. 352,manuscript,,MS_Bodl_352,Protogothic,,,,,,,,,,,,,,,,,protogothic,,,,,,,,,,,,
MS_Bodl_361_hand_1,manuscript_1394,Bodl,MS_Bodl_361,MS. Bodl. 361,manuscript,,MS_Bodl_361,"Written by Herman Zurke of Greifswald, who also wrote MS. Bodl. 362, MS. laud Misc. 558, and Merton College MS. 268, and cf. Colophons de mss. ii, nos. 7073–4.",,,,Herman Zurke of Greifswald,person_501,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_362_hand_1,manuscript_1395,Bodl,MS_Bodl_362,MS. Bodl. 362,manuscript,,MS_Bodl_362,Written mainly by Herman Zurke of Greifswald.,,,,Herman Zurke of Greifswald,person_501,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_386_hand_1,manuscript_1416,Bodl,MS_Bodl_386,MS. Bodl. 386,manuscript-with-fragment,"MS. Bodl. 386 - endleaves (fols. i, 174)",MS_Bodl_386,Written in a protogothic script.,,,,,,,,,,,,,,,,,protogothic,,,,,,,,,,,,
MS_Bodl_386_hand_2,manuscript_1416,Bodl,MS_Bodl_386,MS. Bodl. 386,fragment,"MS. Bodl. 386 - endleaves (fols. i, 174)",MS_Bodl_386-endleaves,Written in Caroline minuscule,,,,,,,,,,,,,,,,,minusculeCaroline,,,,,,,,,,,,
MS_Bodl_387_hand_1,manuscript_1417,Bodl,MS_Bodl_387,MS. Bodl. 387,manuscript,,MS_Bodl_387,"Written by a scribe who collaborated with the scribe of the Textus Roffensis, which was completed between late October 1122 and mid-February 1123.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_399_hand_1,manuscript_1430,Bodl,MS_Bodl_399,MS. Bodl. 399,manuscript,,MS_Bodl_399,"Two scribes: (1) fols. 1–31v, (2) fols. 32–116v.",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_402_hand_1,manuscript_1435,Bodl,MS_Bodl_402,MS. Bodl. 402,manuscript-with-fragment,MS. Bodl. 402 - endleaves,MS_Bodl_402,"Written by Johannes de Rivilla, fol. 312v.",,,,Johannes de Rivilla,person_662,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_408_hand_1,manuscript_1439,Bodl,MS_Bodl_408,MS. Bodl. 408,manuscript,,MS_Bodl_408,"Gothic textura; fols. 1r-2v, 201v-208v in another hand; fol. 209r a third hand (?).",2.0,,,,,,,,,,,,,,,,textualisNorthern,formata,,,,,,,,,,,
MS_Bodl_412_hand_1,manuscript_1444,Bodl,MS_Bodl_412,MS. Bodl. 412,manuscript,,MS_Bodl_412,"Antonia Gransden has identified the scribe of this manuscript in six other manuscripts from Bury St Edmunds and suggested that he was a monk of the abbey: A. Gransden, A history of the Abbey of Bury St Edmunds, 1257–1301 : Simon of Luton and John of Northwold (2015), p. 283.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_418_hand_1,manuscript_1450,Bodl,MS_Bodl_418,MS. Bodl. 418,manuscript-with-fragment,"MS. Bodl. 418 - endleaves (fols. i, 160)",MS_Bodl_418,Written by Johannes Steenhusen.,,,,Johannes Steenhusen,person_651,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_426_hand_1,manuscript_1459,Bodl,MS_Bodl_426,MS. Bodl. 426,part,MS. Bodl. 426 – Part 1,MS_Bodl_426-part1,Modified Irish script. (Pächt and Alexander iii. 6),,,,,,,,,,,,,,,,,minusculeInsular,,,,,,,,,,,,
MS_Bodl_428_hand_1,manuscript_1461,Bodl,MS_Bodl_428,MS. Bodl. 428,manuscript,,MS_Bodl_428,Three hands.,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_435_hand_1,manuscript_1468,Bodl,MS_Bodl_435,MS. Bodl. 435,manuscript-with-fragment,,MS_Bodl_435,"Textualis libraria: perhaps written by 'frater Johannes de Wodetun' (Wood Eaton), monk of Evesham, (see colophon) although Gransden believed that Wodetun was the author of the text rather than the scribe.",,,,Johannes de Wodetun,person_5050,,,,,,,,,,,,textualisNorthern,libraria,,,,,,,,,,,
MS_Bodl_437_hand_1,manuscript_1470,Bodl,MS_Bodl_437,MS. Bodl. 437,manuscript,,MS_Bodl_437,Anglicana; apparently one hand,1.0,,,,,,,,,,,,,,,,cursivaAntiquior,,,,,,,,,,,,
MS_Bodl_447_hand_1,manuscript_1480,Bodl,MS_Bodl_447,MS. Bodl. 447,manuscript,,MS_Bodl_447,Written in more than one hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_451_hand_1,manuscript_1485,Bodl,MS_Bodl_451,MS. Bodl. 451,fragment,,Bodl_451_flyleaves,"Written early in the 14th century, but imitating an older hand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_464_hand_1,manuscript_1499,Bodl,MS_Bodl_464,MS. Bodl. 464,manuscript,,MS_Bodl_464,"Fols. 1–57av: professional scribe, English or French (see Barker-Benfield).",2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_464_hand_2,manuscript_1499,Bodl,MS_Bodl_464,MS. Bodl. 464,manuscript,,MS_Bodl_464,Fols. 58r-205: written by Michael of Northgate (see Barker-Benfield).,2.0,,,Michael of Northgate,person_29159389,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_465_hand_1,manuscript_1500,Bodl,MS_Bodl_465,MS. Bodl. 465,part,MS. Bodl. 465 – Part 2,MS_Bodl_465-part2,"The scribe's name (?), ""Johnson"", occurs on fols 196, 373v, 374r, 396 and 419v",,,,Johnson,person_5027,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_471_hand_1,manuscript_1504,Bodl,MS_Bodl_471,MS. Bodl. 471,manuscript,,MS_Bodl_471,"Written by Angelus de Sancto Severo, OFM (see Provenance).",,,,"Angelus de Sancto Severo, OFM",person_2970,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_472_hand_1,manuscript_1505,Bodl,MS_Bodl_472,MS. Bodl. 472,manuscript-with-fragment,MS. Bodl. 472 - endleaves,MS_Bodl_472,Written by Tristrandus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Bodl_477_hand_1,manuscript_1509,Bodl,MS_Bodl_477,MS. Bodl. 477,manuscript-with-fragment,MS. Bodl. 477 - endleaves (fols. ii and iv) MS. Bodl. 477 - endleaves (fol. iii) MS. Bodl. 477 - endleaves (fols. 57–62),MS_Bodl_477,Written in protogothic or early gothic textualis.,1.0,,,,,,,,,,,,,,,,protogothic,,,,,,,,,,,,
