metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
MS_Bodl_343_addition_2,manuscript_1380,Bodl,MS_Bodl_343,MS. Bodl. 343,manuscript,,MS_Bodl_343,"On fol. 173 there is a drawing of a bishop, perhaps representing Wulfstan with a mitre, probably datable to s. xiii (Madan 1895-1953, p. 354).",fol. 173,173.0,173.0,,,,,,,,,,,,,,
MS_Bodl_358_addition_1,manuscript_1390,Bodl,MS_Bodl_358,MS. Bodl. 358,manuscript,,MS_Bodl_358,There are some notes in the margins,,,,,,,,,,,,,,,,,
MS_Bodl_411_addition_1,manuscript_1443,Bodl,MS_Bodl_411,MS. Bodl. 411,manuscript,,MS_Bodl_411,There are marginal notes written both with ink and with a metal stylus,,,,,,,,,,,,,,,,,
MS_Bodl_477_addition_1,manuscript_1509,Bodl,MS_Bodl_477,MS. Bodl. 477,fragment,MS. Bodl. 477 - endleaves (fol. iii),MS_Bodl_477-endleaves-foliii,Some faint plummet notes in an Anglicana hand,,,,,,,,,,,,,,,,,
MS_Bodl_477_addition_2,manuscript_1509,Bodl,MS_Bodl_477,MS. Bodl. 477,fragment,MS. Bodl. 477 - endleaves (fols. 57–62),MS_Bodl_477-endleaves-fols57-62,"A number of annotations throughout the fragment leaves, in a roughly contemporary hand. Significantly more annotation at fol. 60r.",,,,,,,,,,,,,,,,,
MS_Bodl_542_addition_1,manuscript_1562,Bodl,MS_Bodl_542,MS. Bodl. 542,manuscript,,MS_Bodl_542,"Rather later hands have made additions throughout the volume, partly with a metal stylus",,,,,,,,,,,,,,,,,
MS_Bodl_592_addition_1,manuscript_1607,Bodl,MS_Bodl_592,MS. Bodl. 592,manuscript,,MS_Bodl_592,"There is scribbling on fols iii, v and 186",,,,,,,,,,,,,,,,,
MS_Bodl_738_addition_1,manuscript_1727,Bodl,MS_Bodl_738,MS. Bodl. 738,manuscript,,MS_Bodl_738,"Two layers of later glosses: Annotations by Grandission (see below, Provenance). A second set of annotations in a small, basically Anglicana glossing script, which Steele erroneously attributes to Grandisson; they are written later than those that are certainly Grandisson’s. They point to different emphases in commentary, such as parabola (the outer margin of fol. 27r), historia (the outer margins of fols 37r and 37v); spiritual topics (the outer margins of fols 1v, 101r, 155v, 171v, and 182r; the inner margin of fol. 197r, the outer margin of fol. 246r), natural phenomena (the outer margin of fols 45r, 179r–v, 180v, and 248v); definitions of figures of speech (the inner margin of fol. 66v); or names (Rabimosse, the outer margin of fol. 177v).",,,,,,,,,,,,,,,,,
MS_Bodl_747_addition_1,manuscript_1733,Bodl,MS_Bodl_747,MS. Bodl. 747,manuscript,,MS_Bodl_747,"Many marginal scribblings, c. 1300, including 'Johannes me fecit', 'Engel me fecit', fols. 98v, 99 (cf. 105) (Pächt and Alexander iii. 194). 'Ricardus' is on fol. 107. These scribbles are likely to be by those who drew the figures on adjacent pages",,,,,,,,,,,,,,,,Pächt and Alexander,https://catalog.hathitrust.org/Record/000468709
MS_Bodl_754_addition_1,manuscript_1741,Bodl,MS_Bodl_754,MS. Bodl. 754,manuscript,,MS_Bodl_754,There is some scribbling in the margins,,,,,,,,,,,,,,,,,
MS_Bodl_756_addition_1,manuscript_1743,Bodl,MS_Bodl_756,MS. Bodl. 756,manuscript,,MS_Bodl_756,"Teresa Webber, Scribes and Scholars at Salisbury Cathedral c. 1075-c. 1125 (1992), p. 20, notes the experimental (and spasmodic) use of catchwords in this manuscript, 'unusual in England at this time'. Comparable examples from Salisbury are MS. Bodl. 392 and Salisbury Cathedral, MSS 9, 12, 33, 169, 221, and 222",,,,,,,,,,,,,,,Scribes and Scholars at Salisbury Cathedral c. 1075-c. 1125,Scribes and Scholars at Salisbury Cathedral c. 1075-c. 1125; MS. Bodl. 392,https://www.zotero.org/groups/434020/bodleian_library_western_medieval_manuscripts_bibliography/tags/MS.%20Bodl.%20698/items/6XUT395I/item-list https://medieval.bodleian.ox.ac.uk/catalog/manuscript_1423
MS_Bodl_795_addition_1,manuscript_1781,Bodl,MS_Bodl_795,MS. Bodl. 795,manuscript,,MS_Bodl_795,"Short account of William Holme added, fol. iv verso, sixteenth century.",,,,,,,,,,,,,,,,,
MS_Bodl_849_addition_1,manuscript_1839,Bodl,MS_Bodl_849,MS. Bodl. 849,manuscript,,MS_Bodl_849,Later marginal notes.,,,,,,,,,,,,,,,,,
MS_Bodl_916_addition_1,manuscript_1880,Bodl,MS_Bodl_916,MS. Bodl. 916,manuscript,,MS_Bodl_916,"There are several marginal notes, frequently erased, in a later (probably sixteenth-century) hand, seemingly by a critic. At the foot of fol. 1v is a sixteenth-century note: 'This booke was compiled by Reynolde pecocke, bisshope of Asaphensis and after Bysshopin of Cicestrensis, anno domini 1457'. (NB: this date is not correct.)",,,,,,,,,,,,,,,,,
MS_Bodl_924_addition_1,manuscript_1887,Bodl,MS_Bodl_924,MS. Bodl. 924,manuscript,,MS_Bodl_924,There are some notes in the margins,,,,,,,,,,,,,,,,,
MS_Bodl_958_addition_1,manuscript_1903,Bodl,MS_Bodl_958,MS. Bodl. 958,manuscript,,MS_Bodl_958,There are some marginal notes,,,,,,,,,,,,,,,,,
MS_Canon_Liturg_312_addition_1,manuscript_2994,Canon_Liturg,MS_Canon_Liturg_312,MS. Canon. Liturg. 312,manuscript,,MS_Canon_Liturg_312,Some marginal notes and corrections in the text (see fol. 77v),,,,,,,,,,,,,,,,,
MS_Canon_Liturg_345_addition_1,manuscript_3027,Canon_Liturg,MS_Canon_Liturg_345,MS. Canon. Liturg. 345,manuscript,,MS_Canon_Liturg_345,On fol.14v in the margin of the Memento for the living is: Soror Menega (c. 1200).,,,,,,,,,,,,,,,,,
MS_Canon_Misc_278_addition_1,manuscript_3299,Canon_Misc,MS_Canon_Misc_278,MS. Canon. Misc. 278,part,,MS_Canon_Misc_278_1-16,The year ‘1468’ is added in the lower margins of fols 1v–2r.,fols 1v–2r,1v,2r,,,,,,,,,,,,,,
MS_Canon_Misc_278_addition_2,manuscript_3299,Canon_Misc,MS_Canon_Misc_278,MS. Canon. Misc. 278,part,,MS_Canon_Misc_278_17-96,Added in the lower margin of fol. 77v are the words ‘dat ewelike steet’.,fol. 77v,77v,77v,,,,,,,,,,,,,,
MS_Canon_Misc_278_addition_3,manuscript_3299,Canon_Misc,MS_Canon_Misc_278,MS. Canon. Misc. 278,part,,MS_Canon_Misc_278_97-128,An 18th-century hand adds ‘Catonis versus’ in the upper margin of fol. 97r.,fol. 97r,97r,97r,,,,,,,,,,,,,,
MS_Canon_Misc_449_addition_1,manuscript_3484,Canon_Misc,MS_Canon_Misc_449,MS. Canon. Misc. 449,manuscript,,MS_Canon_Misc_449,"Occasional annotations, maniculae; canto numbers added in a later hand.",,,,,,,,,,,,,,,,,
MS_Digby_36_addition_1,manuscript_4372,Digby,MS_Digby_36,MS. Digby 36,manuscript,,MS_Digby_36,"Some marginalia, c. 1500, in places supplying omitted text (fol. 10r, fol. 16v (cf. Foreville and Ker, pp. 37–8), fol. 21v (p. 50), fol. 49r (p. 126)), elsewhere nota signs (fols. 10r, 23r, 27r, 33v, etc.)",,,,,,,,,,,,,,,,,
MS_Digby_86_addition_1,manuscript_4426,Digby,MS_Digby_86,MS. Digby 86,manuscript,,MS_Digby_86,"F. 205v: 'scripsi librum in anno et .iii. mensibus' (written in a year and three months) written by the main scribe. Texts have been copied into spaces between previously copied texts as and when they became available. Texts also appear to have been copied on pieces of parchment that were subsequently sewn onto existing folios within gatherings, such as those, now missing, on the top fore edge of f. 26 and the bottom fore edge of f. 192.",,,,,,,,,,,,,,,,,
MS_Digby_86_addition_2,manuscript_4426,Digby,MS_Digby_86,MS. Digby 86,manuscript,,MS_Digby_86,"F. 16 appears to be a singleton that was placed among the leaves at a later date. It carries the evidence of having been kept separately for some time. It has both relaxed horizontal and vertical folds. According to Tschann and Parkes this indicates that it was 'folded rather like a letter' (1996, p. lvi). The text on this folio (Item 101) was copied by a late fourteenth-century scribe and is further evidence that the quires copied out by the thirteenth-century scribes probably remained unbound during the medieval period.",,,,,,,,,,,,,,,,,
MS_Digby_89_addition_1,manuscript_4429,Digby,MS_Digby_89,MS. Digby 89,manuscript,,MS_Digby_89,Marginalia on fol. 20v indicating missing text.,,,,,,,,,,,,,,,,,
MS_Digby_177_addition_1,manuscript_4296,Digby,MS_Digby_177,MS. Digby 177,manuscript,,MS_Digby_177,"The manuscript includes what appear to be autograph revisions to the text, as opposed to corrections from an exemplar. Ch. 106 (fols 28v–30r) is written in a darker shade of ink, probably added to the volume shortly after its creation. The same shade of ink is used to make numerous corrections to the text, particularly adding punctuation to assist oral reading (sometimes the additions are overpunctuated in comparison to the original text). There is an extended addition at the foot of fols 15v–16r. It appears that the manuscript was initially revised and then became the source of a separately copied miracle collection in the later 1180s or 1190s, as suggested by uacat notations instructing a later copyist to omit certain prolix passages (fols 16r, 28v–30r). This is possibly the collection excerpted by John of Tynemouth, Sanctilogium Angliae Walliae Scotiae et Hiberniae, in Carl Horstmann, ed., Nova legenda Anglie (Oxford, 1901), i, 460 (De sancta Frideswida uirgine).",,,,,,,,,,,,,,,Sanctilogium Angliae Walliae Scotiae et Hiberniae; Nova legenda Anglie,,
MS_Digby_177_addition_2,manuscript_4296,Digby,MS_Digby_177,MS. Digby 177,manuscript,,MS_Digby_177,"A contemporary hand indicates a series of nine lessons (presumably for use at matins) from Miracula, each of which ends with the annotation Tu autem in the margin if it is not immediately followed by another reading: Lectio 1, fols 1v–2r, ch. 1, Scripturus itaque … tuorum super omnia aromata; Lectio 2, fols 2v–3r, chs 5–6, Cum igitur … remanerent uestigia; Lectio 3, fols 3r–4r, ch. 8, Erat in uico quodam … ipsa rerum experientia didicimus; Lectio 4, fol. 4r–v, ch. 9, Per idem tempus … et tedio affecerat inmanitas; Lectio 5, fols 6v–7v, ch. 20, Ad laudem insuper diuine pietatis … ubi munus curationis acceperat; Lectio 6, fols 7v–8r, ch. 22, Hoc quoque relatu … prorsus et inmunem; Lectio 7, fols 8r–9r, ch. 23, Sed et de hoc quod eodem die … reformante momentis; Lectio 8, fols 9v–10r, chs 26–28, Puella quedam Emelina nomine … et corpore herens et affectu (opening indicator erased); Lectio 9, fols 15r–v(?), ch. 42, Nec uacat a laude uirginis … sue testimonio roborantes (no Tu autem).",,,,,,,,,,,,,,,Miracula,,
MS_Digby_177_addition_3,manuscript_4296,Digby,MS_Digby_177,MS. Digby 177,manuscript,,MS_Digby_177,"Anthony Wood began to number the sections implied by the drop capitals in ink. He refers to the text in his Survey of the Antiquities of the City of Oxford. A reader completed the chapter numbers in pencil in the 20th century, but these are only accurate up to 87, since they skip back to 80 at fol. 24v.",,,,,,,,,,,,Anthony Wood,person_14803186,,Survey of the Antiquities of the City of Oxford,,
MS_Digby_185_addition_1,manuscript_4305,Digby,MS_Digby_185,MS. Digby 185,part,,MS_Digby_185-part1,"Sixteenth-century marginalia on fols. 1r-2r, 22v, 23v, etc.; frequently erased (e.g. 62v-63r); an addition c. 1500, fol. 23v.",,,,,,,,,,,,,,,,,
MS_Digby_229_addition_1,manuscript_4351,Digby,MS_Digby_229,MS. Digby 229,manuscript,,MS_Digby_229,Marginal notes and glosses.,,,,,,,,,,,,,,,,,
MS_Douce_1_addition_1,manuscript_4477,Douce,MS_Douce_1,MS. Douce 1,manuscript,,MS_Douce_1,"Along with the summary catalogue number and current shelfmark on the verso side of fol. (i), there is also a faint addition in pencil: 'No 26.'",,,,,,,,,,,,,,,,,
MS_Douce_108_addition_1,manuscript_4485,Douce,MS_Douce_108,MS. Douce 108,manuscript,,MS_Douce_108,Latin interpolations occur on pages 205 and 282. Francis Douce supplied an index of the contents,,,,,,,,,,,,,,,,,
MS_Douce_120_addition_1,manuscript_4498,Douce,MS_Douce_120,MS. Douce 120,manuscript,,MS_Douce_120,"The text has about 20 annotations in French, clustered at the beginning and end, along with an annotation in Latin on the foundation of the house of St Mary in Winchester by King Efrid in 754 CE, an event not reported in the Brut. On fol. 3r, in a much later hand and upside down, is a scribble that can only be read under ultra-violet light: 'Thys is my sounde thys is my deade and he ys a knave that this dothe read' (Marvin, The Oldest Anglo-Norman Prose Brut Chronicle, p. 64)",,,,,,,,,,,,,,,Brut; The Oldest Anglo-Norman Prose Brut Chronicle,,
MS_Douce_144_addition_1,manuscript_4521,Douce,MS_Douce_144,MS. Douce 144,manuscript,,MS_Douce_144,fol. 104v.,,,,,,,,,,,,,,,,,
MS_Duke_Humfrey_c_1_addition_1,manuscript_9796,Duke_Humfrey,MS_Duke_Humfrey_c_1,MS. Duke Humfrey c. 1,manuscript,,MS_Duke_Humfrey_c_1,"There are several layers of early marginalia. Some readers provide textual corrections, interlinear (fol. 3; cf. note in margin at fol. 44v) and in lower margin (two hands: fol. 10v, s. xv¹ – cf. fol.17, 28v; fol. 12v, s. xiv² – also fol. 13v erased, and in outer margin at fol. 15v). This last hand, writing in a thin small secretary script in gray adds some annotations in the early folios, e.g. fol. 5 (‘de saint J. B’ against Matthew 11.i), to which a thicker and darker script of the same style and date adds further a note (cf. also this hand’s ‘nota’ mark at fol. 26v and 27); it also marks up the text on occasion for liturgical use (fol. 1v: ‘fer. s. i in adventum ebdo. i’, next to Matthew 3.i; fol. 5: ‘doc’ 3 in aduen¦¦’, next to Matthew 11.i; fol. 14v: ‘fer’ iiij in adu’, next to opening of Mark; fol. 38v: ‘fer’ 2 post pasc’’ next to Luke 24.xiii; fol. 54v: ‘¦¦l doc’ i adventus’; fol. 56: ‘doc’ 3 in aduent’; cf. fol. 65: ‘dc’ 16 epl’’, next to Ephesians 3.xii). The presence in this script of an anglicana descending r suggests these notes were added after its arrival in England. There is also a small secretary script (s. xiv/xv) in both gutter and outer margin: fol. 2-3. There is no sign of Humfrey annotating this manuscript. Annotations are concentrated in the first twenty leaves.",,,,,,,,,,,,,,,,,
MS_Duke_Humfrey_d_1_addition_1,manuscript_4782,Duke_Humfrey,MS_Duke_Humfrey_d_1,MS. Duke Humfrey d. 1,manuscript,,MS_Duke_Humfrey_d_1,"Apart from scribal marginalia, there are few annotations and what there are are late. One late sixteenth century reader, writing in a script close to Decembrio’s own, adds some notes on the subject matter, as well as a couple of doodles in English (fols 19v, 25b recto, 33r, 38r, 46r, 65r?, 96r). Another reader, perhaps writing in the seventeenth century, annotates in pencil in an elegant script (fols 43v, 44r, 58r, 75v?, 77v, 78v). There is also a capital B written twice at the bottom of fol. 92v, and a further doodle at fol. 47v.",,,,,,,,,,,,,,,,,
MS_Eng_poet_a_1_addition_1,manuscript_4817,Eng_poet,MS_Eng_poet_a_1,MS. Eng. poet. a. 1,manuscript,,MS_Eng_poet_a_1,"On f. 239v, written in a hurried script, contemporary with the manuscript, is 'De scripcione trium quaternorum vel quatuor primum verbum oþur dignite & trium foliorum'. This inscription is written next to the same words in the text of Speculum Vitae as those which appear in an inscription in the related Simeon manuscript. In the Simeon, on f. 38ra (modern)/ f. 219 (old), the copyist has written 'Memorandum quod Johannes Scryveyn scribet domino Thome Heneley tres quaternos vel quatuor & tria folio Et incipit ad ista verba in isto columine Oþur dignite. or benefys' (Doyle, 1987, p. 13, pl. 7a). It would appear that both the Vernon and Simeon manuscripts were being used as exemplars (see Doyle, 1987, p. 13).",,,,,,,,,,,,,,,Speculum Vitae,,
MS_Eng_poet_a_1_addition_2,manuscript_4817,Eng_poet,MS_Eng_poet_a_1,MS. Eng. poet. a. 1,manuscript,,MS_Eng_poet_a_1,"These figures are probably identifiable as Thomas Hanley (d. 1422, chancellor of Hereford, prebendary and chancellor of Lichfield, and dean of Tettenhall), and John Scryvein of Lichfield (fl. c. 1392–1414): see Doyle (2013), p. 14 and Horobin (2013), pp. 29–34.",,,,,,,,,,,,,,,,,
MS_Fairfax_3_addition_1,manuscript_4864,Fairfax,MS_Fairfax_3,MS. Fairfax 3,manuscript-with-fragment,,MS_Fairfax_3,"Fol. 42r, across bottom, 'Dominus illuminacio mea et salus mea quem timebo'. Psalm 27:1 (Vg. Ps. 26:1). In a good s.xv hand. Pale rusty-brown ink. Fol. 69r, top margin, 'Nota fabula pro mulieribus', referring to the story of Rosiphelee, IV. 1245. Fol. 100r, central space between text-columns, 'Thystory of Jason and Medea', V.2232. Fol. 109va, 'adryan and bardus', at V.4937, beside initial at beginning of tale. Fol. 194r, across bottom, 'Confessio Amantis'. Informal s.xv hand.",,,,,,,,,,,,,,,,,
MS_Gough_Liturg_16_addition_1,manuscript_4924,Gough,MS_Gough_Liturg_16,MS. Gough Liturg. 16,manuscript,,MS_Gough_Liturg_16,"Six lines of text added to fol. 6v by a later hand in a more cursive script. In the same light-brown ink, a decorative flourish is added to a coloured initial at the top of the same page.",6v,6v,6v,,,,,,,,,,,,,,
MS_Hamilton_3_addition_1,manuscript_5991,Hamilton,MS_Hamilton_3,MS. Hamilton 3,manuscript,,MS_Hamilton_3,Annotated in a slightly later hand as far as fol. 96v.,,,,,,,,,,,,,,,,,
MS_Hamilton_12_addition_1,manuscript_5972,Hamilton,MS_Hamilton_12,MS. Hamilton 12,manuscript-with-fragment,,MS_Hamilton_12,Marginal notes of topics and authorities quoted.,,,,,,,,,,,,,,,,,
MS_Hamilton_27_addition_1,manuscript_5988,Hamilton,MS_Hamilton_27,MS. Hamilton 27,manuscript,,MS_Hamilton_27,"Contemporary and later annotation, largely by scribe (b), extensive in places.",,,,,,,,,,,,,,,,,
MS_Hamilton_28_addition_1,manuscript_5989,Hamilton,MS_Hamilton_28,MS. Hamilton 28,manuscript,,MS_Hamilton_28,"Occasional annotation, extensive in places.",,,,,,,,,,,,,,,,,
MS_Hamilton_31_addition_1,manuscript_5993,Hamilton,MS_Hamilton_31,MS. Hamilton 31,part,MS. Hamilton 31 – Part A (fols. 1–179),MS_Hamilton_31-part1,"Marginal notes, extensive in places.",,,,,,,,,,,,,,,,,
MS_Hamilton_47_addition_1,manuscript_6010,Hamilton,MS_Hamilton_47,MS. Hamilton 47,manuscript-with-fragment,,MS_Hamilton_47,Modest contemporary and later annotation.,,,,,,,,,,,,,,,,,
MS_Hamilton_50_addition_1,manuscript_6014,Hamilton,MS_Hamilton_50,MS. Hamilton 50,part,MS. Hamilton 50 – Part B (fols. 166–260),MS_Hamilton_50-part2,Annotations throughout by a fifteenth-century hand.,,,,,,,,,,,,,,,,,
MS_Hamilton_56_addition_1,manuscript_6020,Hamilton,MS_Hamilton_56,MS. Hamilton 56,part,MS. Hamilton 56 – Part A (fols. 1–82),MS_Hamilton_56-part1,Marginal notes throughout.,,,,,,,,,,,,,,,,,
MS_Hamilton_56_addition_2,manuscript_6020,Hamilton,MS_Hamilton_56,MS. Hamilton 56,part,MS. Hamilton 56 – Part B (fols. 83–206),MS_Hamilton_56-part2,Marginal notes throughout.,,,,,,,,,,,,,,,,,
MS_Hamilton_56_addition_3,manuscript_6020,Hamilton,MS_Hamilton_56,MS. Hamilton 56,part,MS. Hamilton 56 – Part C (fols. 207–338),MS_Hamilton_56-part3,Occasional marginal notes.,,,,,,,,,,,,,,,,,
MS_Hatton_10_addition_1,manuscript_6029,Hatton,MS_Hatton_10,MS. Hatton 10,manuscript,,MS_Hatton_10,"A marginal note in the hand of the original scribe, reading “residuum parte folio sequente,” may be found on fol. 350v. Annotations in an early nineteenth-century hand may be found on fols. 336v, 348r, 350r, and 351r; the same hand is responsible for a note on fol. 6v (one of several end leaves at the start of the manuscript) describing the volume’s contents, which is dated to 1814.",,,,,,,,,,,,,,,,,
MS_Hatton_16_addition_1,manuscript_6047,Hatton,MS_Hatton_16,MS. Hatton 16,manuscript-composite,,MS_Hatton_16,"An exhortation at a marriage in English, showing Roman Catholic doctrine, has been entered on fol. 2 in a hand of the 1st quarter of the 17th century",,,,,,,,,,,,,,,,,
MS_Hatton_20_addition_1,manuscript_6052,Hatton,MS_Hatton_20,MS. Hatton 20,manuscript,,MS_Hatton_20,"Annotations by Archibishop Wulfstan, s. xi1, and other readers, s. x. John Joscelyn's notes appear on fols 1r and 69v and Dugdale's on fol. ii (Ker 1957, p. 385).",,,,,,,,,,,,Archibishop Wulfstan; John Joscelyn; Dugdale,person_261470123 person_64029615 person_61575100,,,,
MS_Hatton_36_addition_1,manuscript_6061,Hatton,MS_Hatton_36,MS. Hatton 36,manuscript-composite,"MS. Hatton 36, fols 2–119 MS. Hatton 36, fols 120–135",MS_Hatton_36,"The majority of the pages bear signs of readers’ attention, but many of the marks are confined to crosses, marginalising lines or roughly drawn patterns. If we concentrate first on those who added notes in the margin, there are five. Hand A appears only once, adding the name of the author at the top of fol. 2 in a large humanist-influenced script, probably of the early sixteenth century. Hand B (fol. 55v–56v, 57v) is a late fifteenth century current script with hybrid features – note the d with a triangular bowl and a sharply diagonal ascender; the 8-shaped g; l with a looped ascender; long, straight s (except at the end of the word) descending below the line – which is written in thick black ink and accompanied by an unsteady marginalising line. The most revealing is hand C, which is concentrated in – but not confined to – the last item; this reader who, to judge from the range of ink used, wrote his annotations at more than one sitting, writes in a thin, slightly shaky gothic script with some secretary elements that dates from the 1520s or 1530s. His comments notably relate the text to contemporary concerns [discussed below] (fol. 96 [manicula only], 120–21, 126, 127, 129v, 130v, 131 [manicula here perhaps by same hand but in different style], 132v–133). Hand D, an elegant tall, thin script of the fifteenth century, which also draws a small precise marginalising line, appears only once (fol. 121: Triplex bonum). Similarly, hand E, a slanted italic-influenced script of the second half of the sixteenth century in light brown ink writes only one note (fol. 126), but this reader is the most frequent of those adding a large cross in the margin. Moreover, this reader, who also writes notes at the front and back flyleaves in a range of scripts is identifiable as the late sixteenth century owner of the manuscript, Henry Holford (note the similarity of ‘-que’ abbreviation at fol. 126 and in the signed note at fol. 135v).",,,,,,,,,,,,,,,,,
MS_Hatton_36_addition_2,manuscript_6061,Hatton,MS_Hatton_36,MS. Hatton 36,manuscript-composite,"MS. Hatton 36, fols 2–119 MS. Hatton 36, fols 120–135",MS_Hatton_36,"Of the non-verbal marginalia, one of the more frequent is a changeable pattern written in pencil (squiggle §: eg fol. 12v–13, 14, 15, 18r–v etc). Other marks include a ‘flower’-like nota mark with three dots which appears twice (fol. 25v, 26), and a small manicula with an erased note introduced by a flag-mark (fol. 92v; cf. fol. 93v).",,,,,,,,,,,,,,,,,
MS_Hatton_38_addition_1,manuscript_6063,Hatton,MS_Hatton_38,MS. Hatton 38,manuscript,,MS_Hatton_38,"Missing text (Luke 16.12-17.1) is supplied on fol. 62, which is a supply leaf of s. xvi. Parker's red pencil marks Gospel name and chapter numbers in the upper right hand corners. There were probably also ribbons attached at the beginning of each Gospel: the trace of ribbons are visible, although the ribbons are now lost.",,,,,,,,,,,,,,,,,
MS_Hatton_115_addition_1,manuscript_6041,Hatton,MS_Hatton_115,MS. Hatton 115,manuscript,,MS_Hatton_115,"On fol. ivr, a sixteenth century inscription, now erased, says Liber ecclesie Wygorn. On fol. 82v, on the bottom margin, a seventeenth century hand wrote Deficit .2. fol, and a different hand added De virginibus in the upper margin of fol. 83r. On fol. vr, a hand writes Saxon Homiles tom:2, the same hand added other headings in some Hatton manuscripts (Franzen 1998, p. 45-46 and Ker 1957, p. 403).",,,,,,,,,,,,,,,,,
MS_Hatton_116_addition_1,manuscript_6042,Hatton,MS_Hatton_116,MS. Hatton 116,manuscript,,MS_Hatton_116,"The collect Deus qui dedisti legem Moisi in summitate montis Sinay. et illic / per angelum tuum corpus Katerine uirginis. mirabiliter / collocasti. tribue quesumus. ut eius meritis et intercessione ad montem qui Cristus est ualeamus peruenire. and antiphon Ecce crucem domini. fugite partes aduerse de tribu Juda radix David. Alleluia. were added slightly later in s. xii in the five lines remaining blank on p. 395. A note in Thomas Barlow's hand identifies the collect with that in Roman and Sarum service-books for 25th November, St. Katherine's day, specifically concerning her reception by angels. The antiphon was used as an exorcism or healing formula. It is interesting to note this addition for St. Katherine in a manuscript associated with the region that produced the early thireenth-century manuscript, Oxford, Bodleian Library, Bodley 34, containing the Katherine-Group of Saints' lives and other texts.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_1_addition_1,manuscript_6116,Holkham_gr,MS_Holkham_Gr_1,MS. Holkham Gr. 1,manuscript,,MS_Holkham_Gr_1,"fol. 94r πατάξω τὸν πιμένα/ καὶ διασκορπισθήσονται, (written by a 17th (?) century hand)",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_2_addition_1,manuscript_6141,Holkham_gr,MS_Holkham_Gr_2,MS. Holkham Gr. 2,manuscript,,MS_Holkham_Gr_2,"151v: 10 Maio 1608 Cand; fols 152v-155v, Several texts (mainly accounts) in Italian and Greek (some of them in Latin alphabet, but in Greek language) for 1604–1608 in Crete. Name Marcos Piris appearing on fol. 152v: ‘?]lava ego Marcos Piris apo to meser Marco to Benedetto legomeno Marango’ … ‘Ego Marcos Piris grafo 1607 die 26 zugnio…'",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_3_addition_1,manuscript_6152,Holkham_gr,MS_Holkham_Gr_3,MS. Holkham Gr. 3,manuscript,,MS_Holkham_Gr_3,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_6_addition_1,manuscript_6185,Holkham_gr,MS_Holkham_Gr_6,MS. Holkham Gr. 6,manuscript,,MS_Holkham_Gr_6,"Many annotations to update lists of emperors and patriarchs, noted in main description",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_7_addition_1,manuscript_6196,Holkham_gr,MS_Holkham_Gr_7,MS. Holkham Gr. 7,manuscript,,MS_Holkham_Gr_7,,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_8_addition_1,manuscript_6207,Holkham_gr,MS_Holkham_Gr_8,MS. Holkham Gr. 8,manuscript,,MS_Holkham_Gr_8,"fol 77v: originally blank, sketch with two wheels containing the alphabet; outside the wheels are pen trials: Δώξάσί τό δίξάντή τό φος.",,,,,,,,,,,,,,,,,
MS_Holkham_Gr_9_addition_1,manuscript_6218,Holkham_gr,MS_Holkham_Gr_9,MS. Holkham Gr. 9,manuscript,,MS_Holkham_Gr_9,fol. 147v: pen trials οὐδεὶς ἄξιος ... ἢ λυτουργεῖν. Φωτίζου φωτίζου ... τόκου σου:· Χριστὸς τὸ καινὸν πάσχα.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_10_addition_1,manuscript_6117,Holkham_gr,MS_Holkham_Gr_10,MS. Holkham Gr. 10,manuscript,,MS_Holkham_Gr_10,fol 22v: pen trials in the lower margin,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_12_addition_1,manuscript_6133,Holkham_gr,MS_Holkham_Gr_12,MS. Holkham Gr. 12,manuscript,,MS_Holkham_Gr_12,fol. 105v: various pen trials and scribblings.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_14_addition_1,manuscript_6135,Holkham_gr,MS_Holkham_Gr_14,MS. Holkham Gr. 14,manuscript,,MS_Holkham_Gr_14,Various annotations and additions from several hands throughout. Various pen trials.,,,,,,,,,,,,,,,,,
MS_Holkham_Gr_15_addition_1,manuscript_6136,Holkham_gr,MS_Holkham_Gr_15,MS. Holkham Gr. 15,manuscript,,MS_Holkham_Gr_15,fol. 55r: ζήτει εἰς τὰς ὀκτὼ τοῦ μηνὸς εἰς τὴν ἀρχὴν τοῦ βιβλήου ἀναγνώσματα δύο/ εἰς τὸ σωσίκοσμον γενέθλον τῆς ὑπεραγίας ἀμώμου δεσποίνης/ ἡμῶν Θεοτόκου· Ἀνδρέου κρίτης τοῦ ἱεροσολυμίτου : -,,,,,,,,,,,,,,,,,
